"","Subject","task","trialtype","ACC.transdist","freq"
"664","32","Rspan.long","S",1,2
"665","32","Rspan.long","S",3,2
"666","32","Rspan.long","S",NA,8
"667","33","Rspan.short","D",-2,1
"668","33","Rspan.short","D",-1,4
"669","33","Rspan.short","D",0,17
"670","33","Rspan.short","D",1,3
"671","33","Rspan.short","D",NA,32
"672","33","Rspan.short","S",-1,1
"673","33","Rspan.short","S",0,24
"674","33","Rspan.short","S",1,2
"675","33","Rspan.short","S",2,2
"676","33","Rspan.short","S",NA,25
"677","33","R.pool60","D",0,45
"678","33","R.pool60","D",NA,21
"679","33","R.pool60","S",-1,1
"680","33","R.pool60","S",0,47
"681","33","R.pool60","S",1,1
"682","33","R.pool60","S",NA,16
"683","34","Rspan.long","D",-1,3
"684","34","Rspan.long","D",0,38
"685","34","Rspan.long","D",NA,13
"686","34","Rspan.long","S",-1,6
"687","34","Rspan.long","S",0,24
"688","34","Rspan.long","S",NA,24
"689","34","R.pool10","D",-1,3
"690","34","R.pool10","D",0,38
"691","34","R.pool10","D",1,2
"692","34","R.pool10","D",NA,11
"693","34","R.pool10","S",-1,2
"694","34","R.pool10","S",0,45
"695","34","R.pool10","S",1,1
"696","34","R.pool10","S",NA,7
"697","35","Rspan.short","D",-1,10
"698","35","Rspan.short","D",0,10
"699","35","Rspan.short","D",1,3
"700","35","Rspan.short","D",NA,32
"701","35","Rspan.short","S",-2,3
"702","35","Rspan.short","S",-1,10
"703","35","Rspan.short","S",0,21
"704","35","Rspan.short","S",1,1
"705","35","Rspan.short","S",NA,19
"706","35","R.pool15","D",-2,1
"707","35","R.pool15","D",-1,6
"708","35","R.pool15","D",0,36
"709","35","R.pool15","D",1,1
"710","35","R.pool15","D",2,1
"711","35","R.pool15","D",NA,9
"712","35","R.pool15","S",-1,4
"713","35","R.pool15","S",0,40
"714","35","R.pool15","S",1,3
"715","35","R.pool15","S",NA,8
"716","36","Rspan.long","D",-1,6
"717","36","Rspan.long","D",0,24
"718","36","Rspan.long","D",1,3
"719","36","Rspan.long","D",NA,22
"720","36","Rspan.long","S",-2,1
"721","36","Rspan.long","S",-1,8
"722","36","Rspan.long","S",0,24
"723","36","Rspan.long","S",1,2
"724","36","Rspan.long","S",NA,20
"725","36","R.pool30","D",-1,2
"726","36","R.pool30","D",0,47
"727","36","R.pool30","D",NA,5
"728","36","R.pool30","S",-1,3
"729","36","R.pool30","S",0,44
"730","36","R.pool30","S",NA,7
"731","37","Rspan.short","D",0,43
"732","37","Rspan.short","D",NA,11
"733","37","Rspan.short","S",-1,8
"734","37","Rspan.short","S",0,34
"735","37","Rspan.short","S",1,1
"736","37","Rspan.short","S",NA,11
"737","37","R.pool60","D",-1,7
"738","37","R.pool60","D",0,35
"739","37","R.pool60","D",NA,12
"740","37","R.pool60","S",-1,2
"741","37","R.pool60","S",0,43
"742","37","R.pool60","S",1,1
"743","37","R.pool60","S",NA,8
"744","38","Rspan.long","D",-1,6
"745","38","Rspan.long","D",0,24
"746","38","Rspan.long","D",1,1
"747","38","Rspan.long","D",NA,23
"748","38","Rspan.long","S",-2,1
"749","38","Rspan.long","S",-1,6
"750","38","Rspan.long","S",0,30
"751","38","Rspan.long","S",1,3
"752","38","Rspan.long","S",NA,14
"753","38","R.pool15","D",-1,3
"754","38","R.pool15","D",0,26
"755","38","R.pool15","D",1,1
"756","38","R.pool15","D",2,2
"757","38","R.pool15","D",NA,31
"758","38","R.pool15","S",-3,2
"759","38","R.pool15","S",-1,2
"760","38","R.pool15","S",0,34
"761","38","R.pool15","S",1,1
"762","38","R.pool15","S",2,1
"763","38","R.pool15","S",3,1
"764","38","R.pool15","S",NA,23
"765","39","Rspan.short","D",-1,5
"766","39","Rspan.short","D",0,31
"767","39","Rspan.short","D",1,4
"768","39","Rspan.short","D",NA,15
"769","39","Rspan.short","S",-1,2
"770","39","Rspan.short","S",0,42
"771","39","Rspan.short","S",NA,10
"772","39","R.pool10","D",-1,1
"773","39","R.pool10","D",0,48
"774","39","R.pool10","D",NA,5
"775","39","R.pool10","S",-1,2
"776","39","R.pool10","S",0,47
"777","39","R.pool10","S",NA,5
"778","40","Rspan.long","D",-2,3
"779","40","Rspan.long","D",-1,6
"780","40","Rspan.long","D",0,19
"781","40","Rspan.long","D",1,3
"782","40","Rspan.long","D",NA,23
"783","40","Rspan.long","S",-3,1
"784","40","Rspan.long","S",-1,8
"785","40","Rspan.long","S",0,27
"786","40","Rspan.long","S",1,2
"787","40","Rspan.long","S",NA,16
"788","40","R.pool30","D",-1,3
"789","40","R.pool30","D",0,21
"790","40","R.pool30","D",1,3
"791","40","R.pool30","D",2,2
"792","40","R.pool30","D",4,1
"793","40","R.pool30","D",NA,25
"794","40","R.pool30","S",-3,1
"795","40","R.pool30","S",-2,1
"796","40","R.pool30","S",-1,8
"797","40","R.pool30","S",0,12
"798","40","R.pool30","S",1,12
"799","40","R.pool30","S",2,1
"800","40","R.pool30","S",3,1
"801","40","R.pool30","S",NA,19
"802","41","Rspan.short","D",-3,1
"803","41","Rspan.short","D",-2,3
"804","41","Rspan.short","D",-1,2
"805","41","Rspan.short","D",0,24
"806","41","Rspan.short","D",NA,24
"807","41","Rspan.short","S",-2,2
"808","41","Rspan.short","S",-1,6
"809","41","Rspan.short","S",0,28
"810","41","Rspan.short","S",1,1
"811","41","Rspan.short","S",NA,17
"812","41","R.pool60","D",-1,6
"813","41","R.pool60","D",0,41
"814","41","R.pool60","D",1,2
"815","41","R.pool60","D",NA,15
"816","41","R.pool60","S",-1,2
"817","41","R.pool60","S",0,45
"818","41","R.pool60","S",1,2
"819","41","R.pool60","S",NA,15
"820","42","Rspan.long","D",-1,6
"821","42","Rspan.long","D",0,22
"822","42","Rspan.long","D",NA,26
"823","42","Rspan.long","S",-2,1
"824","42","Rspan.long","S",-1,2
"825","42","Rspan.long","S",0,25
"826","42","Rspan.long","S",1,3
"827","42","Rspan.long","S",NA,25
"828","42","R.pool30","D",-2,1
"829","42","R.pool30","D",-1,6
"830","42","R.pool30","D",0,27
"831","42","R.pool30","D",1,1
"832","42","R.pool30","D",2,1
"833","42","R.pool30","D",NA,18
"834","42","R.pool30","S",-3,2
"835","42","R.pool30","S",-2,1
"836","42","R.pool30","S",-1,7
"837","42","R.pool30","S",0,30
"838","42","R.pool30","S",1,1
"839","42","R.pool30","S",2,2
"840","42","R.pool30","S",NA,11
"841","43","Rspan.short","D",-2,1
"842","43","Rspan.short","D",-1,3
"843","43","Rspan.short","D",0,38
"844","43","Rspan.short","D",NA,13
"845","43","Rspan.short","S",-3,1
"846","43","Rspan.short","S",-2,2
"847","43","Rspan.short","S",-1,7
"848","43","Rspan.short","S",0,25
"849","43","Rspan.short","S",1,1
"850","43","Rspan.short","S",2,2
"851","43","Rspan.short","S",NA,17
"852","43","R.pool10","D",0,42
"853","43","R.pool10","D",NA,22
"854","43","R.pool10","S",-1,1
"855","43","R.pool10","S",0,39
"856","43","R.pool10","S",1,4
"857","43","R.pool10","S",NA,20
"858","44","Rspan.long","D",-1,5
"859","44","Rspan.long","D",0,23
"860","44","Rspan.long","D",1,1
"861","44","Rspan.long","D",NA,33
"862","44","Rspan.long","S",-3,1
"863","44","Rspan.long","S",-2,4
"864","44","Rspan.long","S",-1,4
"865","44","Rspan.long","S",0,26
"866","44","Rspan.long","S",1,4
"867","44","Rspan.long","S",NA,22
"868","44","R.pool15","D",-3,4
"869","44","R.pool15","D",-2,7
"870","44","R.pool15","D",-1,5
"871","44","R.pool15","D",0,15
"872","44","R.pool15","D",NA,27
"873","44","R.pool15","S",-3,2
"874","44","R.pool15","S",-2,3
"875","44","R.pool15","S",-1,13
"876","44","R.pool15","S",0,22
"877","44","R.pool15","S",1,3
"878","44","R.pool15","S",NA,15
"879","45","Rspan.short","D",-1,4
"880","45","Rspan.short","D",0,24
"881","45","Rspan.short","D",NA,29
"882","45","Rspan.short","S",-1,2
"883","45","Rspan.short","S",0,34
"884","45","Rspan.short","S",NA,22
"885","46","Rspan.long","D",-1,6
"886","46","Rspan.long","D",0,35
"887","46","Rspan.long","D",1,1
"888","46","Rspan.long","D",NA,12
"889","46","Rspan.long","S",-2,1
"890","46","Rspan.long","S",0,48
"891","46","Rspan.long","S",1,1
"892","46","Rspan.long","S",NA,6
"893","46","R.pool15","D",-1,1
"894","46","R.pool15","D",0,41
"895","46","R.pool15","D",1,3
"896","46","R.pool15","D",NA,9
"897","46","R.pool15","S",-1,1
"898","46","R.pool15","S",0,49
"899","46","R.pool15","S",NA,4
"900","47","Rspan.short","D",-1,7
"901","47","Rspan.short","D",0,24
"902","47","Rspan.short","D",1,2
"903","47","Rspan.short","D",2,1
"904","47","Rspan.short","D",NA,29
"905","47","Rspan.short","S",-2,2
"906","47","Rspan.short","S",-1,6
"907","47","Rspan.short","S",0,24
"908","47","Rspan.short","S",1,3
"909","47","Rspan.short","S",2,1
"910","47","Rspan.short","S",NA,27
"911","47","R.pool60","D",-1,5
"912","47","R.pool60","D",0,33
"913","47","R.pool60","D",NA,16
"914","47","R.pool60","S",-1,2
"915","47","R.pool60","S",0,42
"916","47","R.pool60","S",1,1
"917","47","R.pool60","S",NA,9
"918","48","R.pool10","D",-1,5
"919","48","R.pool10","D",0,40
"920","48","R.pool10","D",NA,9
"921","48","R.pool10","S",-1,1
"922","48","R.pool10","S",0,42
"923","48","R.pool10","S",1,2
"924","48","R.pool10","S",NA,10
"925","49","Rspan.short","D",-2,2
"926","49","Rspan.short","D",-1,4
"927","49","Rspan.short","D",0,19
"928","49","Rspan.short","D",NA,30
"929","49","Rspan.short","S",-3,1
"930","49","Rspan.short","S",-2,1
"931","49","Rspan.short","S",-1,3
"932","49","Rspan.short","S",0,29
"933","49","Rspan.short","S",NA,21
"934","49","R.pool60","D",-3,1
"935","49","R.pool60","D",-2,1
"936","49","R.pool60","D",-1,8
"937","49","R.pool60","D",0,21
"938","49","R.pool60","D",1,1
"939","49","R.pool60","D",NA,22
"940","49","R.pool60","S",-2,1
"941","49","R.pool60","S",-1,2
"942","49","R.pool60","S",0,29
"943","49","R.pool60","S",1,3
"944","49","R.pool60","S",NA,19
"945","50","R.pool15","D",0,43
"946","50","R.pool15","D",1,1
"947","50","R.pool15","D",NA,10
"948","50","R.pool15","S",-2,1
"949","50","R.pool15","S",-1,2
"950","50","R.pool15","S",0,40
"951","50","R.pool15","S",1,1
"952","50","R.pool15","S",NA,11
"953","51","Rspan.short","D",-3,1
"954","51","Rspan.short","D",-2,8
"955","51","Rspan.short","D",-1,4
"956","51","Rspan.short","D",0,23
"957","51","Rspan.short","D",NA,18
"958","51","Rspan.short","S",-1,2
"959","51","Rspan.short","S",0,39
"960","51","Rspan.short","S",1,2
"961","51","Rspan.short","S",NA,11
"962","51","R.pool15","D",-3,2
"963","51","R.pool15","D",-2,4
"964","51","R.pool15","D",-1,6
"965","51","R.pool15","D",0,29
"966","51","R.pool15","D",NA,13
"967","51","R.pool15","S",-2,1
"968","51","R.pool15","S",-1,8
"969","51","R.pool15","S",0,35
"970","51","R.pool15","S",NA,10
"971","52","R.pool30","D",-1,6
"972","52","R.pool30","D",0,34
"973","52","R.pool30","D",1,1
"974","52","R.pool30","D",NA,13
"975","52","R.pool30","S",-1,6
"976","52","R.pool30","S",0,31
"977","52","R.pool30","S",1,3
"978","52","R.pool30","S",NA,14
"979","53","spOspan.noVer","D",-1,3
"980","53","spOspan.noVer","D",0,42
"981","53","spOspan.noVer","D",1,2
"982","53","spOspan.noVer","D",NA,8
"983","53","spOspan.noVer","S",-3,1
"984","53","spOspan.noVer","S",-1,4
"985","53","spOspan.noVer","S",0,37
"986","53","spOspan.noVer","S",1,1
"987","53","spOspan.noVer","S",NA,13
"988","53","R.pool10","D",-1,5
"989","53","R.pool10","D",0,41
"990","53","R.pool10","D",NA,9
"991","53","R.pool10","S",-1,2
"992","53","R.pool10","S",0,39
"993","53","R.pool10","S",NA,13
"994","54","R.scramb","D",-3,1
"995","54","R.scramb","D",-1,2
"996","54","R.scramb","D",0,42
"997","54","R.scramb","D",NA,18
"998","54","R.scramb","S",-1,3
"999","54","R.scramb","S",0,42
"1000","54","R.scramb","S",1,1
"1001","54","R.scramb","S",NA,15
"1002","54","R.pool10","D",-1,1
"1003","54","R.pool10","D",0,38
"1004","54","R.pool10","D",NA,15
"1005","54","R.pool10","S",-1,3
"1006","54","R.pool10","S",0,45
"1007","54","R.pool10","S",NA,6
"1008","55","spOspan.noVer","D",-2,1
"1009","55","spOspan.noVer","D",-1,4
"1010","55","spOspan.noVer","D",0,40
"1011","55","spOspan.noVer","D",NA,9
"1012","55","spOspan.noVer","S",-2,2
"1013","55","spOspan.noVer","S",-1,2
"1014","55","spOspan.noVer","S",0,36
"1015","55","spOspan.noVer","S",1,1
"1016","55","spOspan.noVer","S",2,1
"1017","55","spOspan.noVer","S",NA,12
"1018","55","R.pool30","D",-1,1
"1019","55","R.pool30","D",0,17
"1020","55","R.pool30","D",1,3
"1021","55","R.pool30","D",NA,33
"1022","55","R.pool30","S",-3,1
"1023","55","R.pool30","S",-2,2
"1024","55","R.pool30","S",-1,7
"1025","55","R.pool30","S",0,17
"1026","55","R.pool30","S",1,8
"1027","55","R.pool30","S",NA,19
"1028","56","R.pool60","D",-2,3
"1029","56","R.pool60","D",-1,5
"1030","56","R.pool60","D",0,26
"1031","56","R.pool60","D",NA,20
"1032","56","R.pool60","S",-2,1
"1033","56","R.pool60","S",-1,8
"1034","56","R.pool60","S",0,33
"1035","56","R.pool60","S",NA,12
"1036","57","spOspan.noVer","D",-2,2
"1037","57","spOspan.noVer","D",-1,7
"1038","57","spOspan.noVer","D",0,36
"1039","57","spOspan.noVer","D",1,4
"1040","57","spOspan.noVer","D",2,1
"1041","57","spOspan.noVer","D",NA,5
"1042","57","spOspan.noVer","S",-1,1
"1043","57","spOspan.noVer","S",0,45
"1044","57","spOspan.noVer","S",2,1
"1045","57","spOspan.noVer","S",NA,7
"1046","57","R.pool60","D",-1,8
"1047","57","R.pool60","D",0,29
"1048","57","R.pool60","D",NA,23
"1049","57","R.pool60","S",-1,3
"1050","57","R.pool60","S",0,40
"1051","57","R.pool60","S",1,2
"1052","57","R.pool60","S",NA,16
"1053","58","spOspan.noVer","D",-2,1
"1054","58","spOspan.noVer","D",-1,3
"1055","58","spOspan.noVer","D",0,40
"1056","58","spOspan.noVer","D",1,2
"1057","58","spOspan.noVer","D",2,1
"1058","58","spOspan.noVer","D",NA,8
"1059","58","spOspan.noVer","S",-2,3
"1060","58","spOspan.noVer","S",-1,7
"1061","58","spOspan.noVer","S",0,23
"1062","58","spOspan.noVer","S",1,6
"1063","58","spOspan.noVer","S",2,1
"1064","58","spOspan.noVer","S",NA,14
"1065","58","R.pool10","D",-2,1
"1066","58","R.pool10","D",-1,8
"1067","58","R.pool10","D",0,27
"1068","58","R.pool10","D",NA,20
"1069","58","R.pool10","S",-3,1
"1070","58","R.pool10","S",-2,1
"1071","58","R.pool10","S",-1,7
"1072","58","R.pool10","S",0,31
"1073","58","R.pool10","S",1,5
"1074","58","R.pool10","S",NA,10
"1075","59","spOspan.noVer","D",-2,4
"1076","59","spOspan.noVer","D",-1,3
"1077","59","spOspan.noVer","D",0,24
"1078","59","spOspan.noVer","D",2,2
"1079","59","spOspan.noVer","D",4,2
"1080","59","spOspan.noVer","D",NA,24
"1081","59","spOspan.noVer","S",-4,1
"1082","59","spOspan.noVer","S",-3,2
"1083","59","spOspan.noVer","S",-2,1
"1084","59","spOspan.noVer","S",-1,3
"1085","59","spOspan.noVer","S",0,36
"1086","59","spOspan.noVer","S",1,3
"1087","59","spOspan.noVer","S",2,1
"1088","59","spOspan.noVer","S",NA,7
"1089","59","R.pool30","D",-3,2
"1090","59","R.pool30","D",-2,5
"1091","59","R.pool30","D",-1,9
"1092","59","R.pool30","D",0,14
"1093","59","R.pool30","D",1,1
"1094","59","R.pool30","D",NA,23
"1095","59","R.pool30","S",-4,1
"1096","59","R.pool30","S",-3,4
"1097","59","R.pool30","S",-2,7
"1098","59","R.pool30","S",-1,4
"1099","59","R.pool30","S",0,12
"1100","59","R.pool30","S",NA,26
"1101","60","R.pool10","D",-1,5
"1102","60","R.pool10","D",0,24
"1103","60","R.pool10","D",NA,26
"1104","60","R.pool10","S",-1,7
"1105","60","R.pool10","S",0,21
"1106","60","R.pool10","S",1,5
"1107","60","R.pool10","S",2,2
"1108","60","R.pool10","S",NA,20
"1109","61","R.scramb","D",-2,1
"1110","61","R.scramb","D",-1,9
"1111","61","R.scramb","D",0,36
"1112","61","R.scramb","D",1,1
"1113","61","R.scramb","D",NA,7
"1114","61","R.scramb","S",-1,9
"1115","61","R.scramb","S",0,31
"1116","61","R.scramb","S",1,4
"1117","61","R.scramb","S",NA,10
"1118","61","R.pool60","D",-1,1
"1119","61","R.pool60","D",0,50
"1120","61","R.pool60","D",NA,3
"1121","61","R.pool60","S",0,51
"1122","61","R.pool60","S",NA,3
"1123","62","R.scramb","D",-1,3
"1124","62","R.scramb","D",0,21
"1125","62","R.scramb","D",1,4
"1126","62","R.scramb","D",NA,29
"1127","62","R.scramb","S",-3,1
"1128","62","R.scramb","S",-2,1
"1129","62","R.scramb","S",-1,4
"1130","62","R.scramb","S",0,30
"1131","62","R.scramb","S",2,1
"1132","62","R.scramb","S",3,1
"1133","62","R.scramb","S",NA,17
"1134","62","R.pool15","D",-1,4
"1135","62","R.pool15","D",0,30
"1136","62","R.pool15","D",NA,20
"1137","62","R.pool15","S",-1,3
"1138","62","R.pool15","S",0,41
"1139","62","R.pool15","S",1,1
"1140","62","R.pool15","S",NA,9
"1141","63","Ospan.scram.noVer","D",0,54
"1142","63","Ospan.scram.noVer","D",NA,12
"1143","63","Ospan.scram.noVer","S",-1,1
"1144","63","Ospan.scram.noVer","S",0,52
"1145","63","Ospan.scram.noVer","S",NA,12
"1146","63","spOspan.noVer","D",-1,1
"1147","63","spOspan.noVer","D",0,46
"1148","63","spOspan.noVer","D",1,1
"1149","63","spOspan.noVer","D",NA,6
"1150","63","spOspan.noVer","S",-2,1
"1151","63","spOspan.noVer","S",-1,5
"1152","63","spOspan.noVer","S",0,35
"1153","63","spOspan.noVer","S",1,4
"1154","63","spOspan.noVer","S",2,1
"1155","63","spOspan.noVer","S",NA,8
"1156","63","R.pool30","D",-1,1
"1157","63","R.pool30","D",0,43
"1158","63","R.pool30","D",NA,10
"1159","63","R.pool30","S",0,53
"1160","63","R.pool30","S",NA,1
"1161","64","Ospan.scram.noVer","D",-2,2
"1162","64","Ospan.scram.noVer","D",0,27
"1163","64","Ospan.scram.noVer","D",NA,25
"1164","64","Ospan.scram.noVer","S",-3,3
"1165","64","Ospan.scram.noVer","S",-1,1
"1166","64","Ospan.scram.noVer","S",0,36
"1167","64","Ospan.scram.noVer","S",NA,14
"1168","64","spOspan.noVer","D",-2,1
"1169","64","spOspan.noVer","D",-1,3
"1170","64","spOspan.noVer","D",0,28
"1171","64","spOspan.noVer","D",1,1
"1172","64","spOspan.noVer","D",2,1
"1173","64","spOspan.noVer","D",NA,27
"1174","64","spOspan.noVer","S",-2,1
"1175","64","spOspan.noVer","S",-1,7
"1176","64","spOspan.noVer","S",0,36
"1177","64","spOspan.noVer","S",1,1
"1178","64","spOspan.noVer","S",NA,14
"1179","65","Ospan.scram.noVer","D",-2,2
"1180","65","Ospan.scram.noVer","D",-1,9
"1181","65","Ospan.scram.noVer","D",0,32
"1182","65","Ospan.scram.noVer","D",1,3
"1183","65","Ospan.scram.noVer","D",NA,9
"1184","65","Ospan.scram.noVer","S",-2,1
"1185","65","Ospan.scram.noVer","S",-1,4
"1186","65","Ospan.scram.noVer","S",0,39
"1187","65","Ospan.scram.noVer","S",1,3
"1188","65","Ospan.scram.noVer","S",NA,10
"1189","66","Ospan.scram.noVer","D",-1,3
"1190","66","Ospan.scram.noVer","D",0,44
"1191","66","Ospan.scram.noVer","D",1,1
"1192","66","Ospan.scram.noVer","D",NA,6
"1193","66","Ospan.scram.noVer","S",-2,1
"1194","66","Ospan.scram.noVer","S",-1,3
"1195","66","Ospan.scram.noVer","S",0,38
"1196","66","Ospan.scram.noVer","S",1,3
"1197","66","Ospan.scram.noVer","S",2,1
"1198","66","Ospan.scram.noVer","S",NA,8
"1199","66","R.scramb","D",-3,2
"1200","66","R.scramb","D",-2,3
"1201","66","R.scramb","D",-1,3
"1202","66","R.scramb","D",0,25
"1203","66","R.scramb","D",1,1
"1204","66","R.scramb","D",3,1
"1205","66","R.scramb","D",NA,19
"1206","66","R.scramb","S",-1,3
"1207","66","R.scramb","S",0,42
"1208","66","R.scramb","S",NA,9
"1209","67","Ospan.scram.noVer","D",0,43
"1210","67","Ospan.scram.noVer","D",NA,11
"1211","67","Ospan.scram.noVer","S",-1,4
"1212","67","Ospan.scram.noVer","S",0,31
"1213","67","Ospan.scram.noVer","S",1,1
"1214","67","Ospan.scram.noVer","S",NA,18
"1215","67","R.scramb","D",-1,8
"1216","67","R.scramb","D",0,24
"1217","67","R.scramb","D",NA,22
"1218","67","R.scramb","S",-1,4
"1219","67","R.scramb","S",0,43
"1220","67","R.scramb","S",NA,7
"1221","68","Ospan.scram.noVer","D",-2,1
"1222","68","Ospan.scram.noVer","D",-1,2
"1223","68","Ospan.scram.noVer","D",0,40
"1224","68","Ospan.scram.noVer","D",NA,11
"1225","68","Ospan.scram.noVer","S",-3,1
"1226","68","Ospan.scram.noVer","S",-2,1
"1227","68","Ospan.scram.noVer","S",-1,1
"1228","68","Ospan.scram.noVer","S",0,35
"1229","68","Ospan.scram.noVer","S",1,1
"1230","68","Ospan.scram.noVer","S",2,2
"1231","68","Ospan.scram.noVer","S",NA,13
"1232","68","R.scramb","D",-4,1
"1233","68","R.scramb","D",-3,4
"1234","68","R.scramb","D",-2,3
"1235","68","R.scramb","D",-1,6
"1236","68","R.scramb","D",0,22
"1237","68","R.scramb","D",NA,18
"1238","68","R.scramb","S",-3,3
"1239","68","R.scramb","S",-2,4
"1240","68","R.scramb","S",-1,10
"1241","68","R.scramb","S",0,21
"1242","68","R.scramb","S",NA,16
"1243","69","Ospan.scram.noVer","D",-1,1
"1244","69","Ospan.scram.noVer","D",0,24
"1245","69","Ospan.scram.noVer","D",1,7
"1246","69","Ospan.scram.noVer","D",NA,25
"1247","69","Ospan.scram.noVer","S",0,26
"1248","69","Ospan.scram.noVer","S",1,8
"1249","69","Ospan.scram.noVer","S",NA,21
"1250","69","spOspan.noVer","D",-1,2
"1251","69","spOspan.noVer","D",0,31
"1252","69","spOspan.noVer","D",1,1
"1253","69","spOspan.noVer","D",3,1
"1254","69","spOspan.noVer","D",NA,20
"1255","69","spOspan.noVer","S",-3,1
"1256","69","spOspan.noVer","S",-1,8
"1257","69","spOspan.noVer","S",0,20
"1258","69","spOspan.noVer","S",1,4
"1259","69","spOspan.noVer","S",NA,21
"1260","70","Ospan.scram.noVer","D",-1,5
"1261","70","Ospan.scram.noVer","D",0,33
"1262","70","Ospan.scram.noVer","D",NA,16
"1263","70","Ospan.scram.noVer","S",-2,1
"1264","70","Ospan.scram.noVer","S",-1,4
"1265","70","Ospan.scram.noVer","S",0,24
"1266","70","Ospan.scram.noVer","S",1,5
"1267","70","Ospan.scram.noVer","S",2,3
"1268","70","Ospan.scram.noVer","S",NA,17
"1269","70","R.scramb","D",-2,1
"1270","70","R.scramb","D",-1,7
"1271","70","R.scramb","D",0,15
"1272","70","R.scramb","D",1,3
"1273","70","R.scramb","D",NA,28
"1274","70","R.scramb","S",-2,3
"1275","70","R.scramb","S",-1,8
"1276","70","R.scramb","S",0,22
"1277","70","R.scramb","S",1,2
"1278","70","R.scramb","S",2,1
"1279","70","R.scramb","S",NA,19
"1280","71","Ospan.scram.noVer","D",-1,3
"1281","71","Ospan.scram.noVer","D",0,36
"1282","71","Ospan.scram.noVer","D",1,2
"1283","71","Ospan.scram.noVer","D",NA,15
"1284","71","Ospan.scram.noVer","S",-1,8
"1285","71","Ospan.scram.noVer","S",0,34
"1286","71","Ospan.scram.noVer","S",1,1
"1287","71","Ospan.scram.noVer","S",2,1
"1288","71","Ospan.scram.noVer","S",NA,10
