"","Subject","task","trialtype","ACC.transdist","freq"
"1289","71","spOspan.noVer","D",-1,6
"1290","71","spOspan.noVer","D",0,36
"1291","71","spOspan.noVer","D",1,3
"1292","71","spOspan.noVer","D",2,1
"1293","71","spOspan.noVer","D",NA,8
"1294","71","spOspan.noVer","S",-2,1
"1295","71","spOspan.noVer","S",-1,4
"1296","71","spOspan.noVer","S",0,38
"1297","71","spOspan.noVer","S",1,1
"1298","71","spOspan.noVer","S",NA,10
"1299","72","Ospan.scram.noVer","D",-2,3
"1300","72","Ospan.scram.noVer","D",-1,10
"1301","72","Ospan.scram.noVer","D",0,31
"1302","72","Ospan.scram.noVer","D",NA,10
"1303","72","Ospan.scram.noVer","S",-2,1
"1304","72","Ospan.scram.noVer","S",-1,1
"1305","72","Ospan.scram.noVer","S",0,39
"1306","72","Ospan.scram.noVer","S",NA,14
"1307","72","R.scramb","D",-1,3
"1308","72","R.scramb","D",0,23
"1309","72","R.scramb","D",1,2
"1310","72","R.scramb","D",NA,28
"1311","72","R.scramb","S",-3,2
"1312","72","R.scramb","S",-2,2
"1313","72","R.scramb","S",-1,4
"1314","72","R.scramb","S",0,32
"1315","72","R.scramb","S",1,1
"1316","72","R.scramb","S",NA,13
"1317","73","Ospan.scram.noVer","D",-1,10
"1318","73","Ospan.scram.noVer","D",0,34
"1319","73","Ospan.scram.noVer","D",NA,10
"1320","73","Ospan.scram.noVer","S",-1,7
"1321","73","Ospan.scram.noVer","S",0,38
"1322","73","Ospan.scram.noVer","S",1,2
"1323","73","Ospan.scram.noVer","S",NA,7
"1324","77","Rspan.names.short","D",0,45
"1325","77","Rspan.names.short","D",1,1
"1326","77","Rspan.names.short","D",NA,9
"1327","77","Rspan.names.short","S",-1,3
"1328","77","Rspan.names.short","S",0,43
"1329","77","Rspan.names.short","S",NA,9
"1330","78","Rspan.names.short","D",-1,3
"1331","78","Rspan.names.short","D",0,43
"1332","78","Rspan.names.short","D",1,1
"1333","78","Rspan.names.short","D",NA,7
"1334","78","Rspan.names.short","S",-1,5
"1335","78","Rspan.names.short","S",0,41
"1336","78","Rspan.names.short","S",1,2
"1337","78","Rspan.names.short","S",NA,6
"1338","79","Rspan.names.short","D",-1,6
"1339","79","Rspan.names.short","D",0,25
"1340","79","Rspan.names.short","D",NA,23
"1341","79","Rspan.names.short","S",-2,2
"1342","79","Rspan.names.short","S",-1,9
"1343","79","Rspan.names.short","S",0,21
"1344","79","Rspan.names.short","S",1,6
"1345","79","Rspan.names.short","S",NA,17
"1346","80","Rspan.names.long","D",-1,5
"1347","80","Rspan.names.long","D",0,22
"1348","80","Rspan.names.long","D",1,3
"1349","80","Rspan.names.long","D",3,1
"1350","80","Rspan.names.long","D",NA,26
"1351","80","Rspan.names.long","S",-2,1
"1352","80","Rspan.names.long","S",-1,3
"1353","80","Rspan.names.long","S",0,21
"1354","80","Rspan.names.long","S",1,4
"1355","80","Rspan.names.long","S",2,1
"1356","80","Rspan.names.long","S",3,3
"1357","80","Rspan.names.long","S",NA,26
"1358","81","Rspan.names.long","D",-1,1
"1359","81","Rspan.names.long","D",0,42
"1360","81","Rspan.names.long","D",1,1
"1361","81","Rspan.names.long","D",NA,10
"1362","81","Rspan.names.long","S",-1,5
"1363","81","Rspan.names.long","S",0,38
"1364","81","Rspan.names.long","S",1,1
"1365","81","Rspan.names.long","S",NA,10
"1366","82","Rspan.names.long","D",-1,3
"1367","82","Rspan.names.long","D",0,45
"1368","82","Rspan.names.long","D",NA,7
"1369","82","Rspan.names.long","S",-2,1
"1370","82","Rspan.names.long","S",0,45
"1371","82","Rspan.names.long","S",NA,8
"1372","84","Rspan.names.short","D",-1,5
"1373","84","Rspan.names.short","D",0,40
"1374","84","Rspan.names.short","D",1,2
"1375","84","Rspan.names.short","D",NA,7
"1376","84","Rspan.names.short","S",-1,2
"1377","84","Rspan.names.short","S",0,41
"1378","84","Rspan.names.short","S",1,1
"1379","84","Rspan.names.short","S",NA,10
"1380","85","Rspan.names.short","D",-1,3
"1381","85","Rspan.names.short","D",0,38
"1382","85","Rspan.names.short","D",1,2
"1383","85","Rspan.names.short","D",NA,11
"1384","85","Rspan.names.short","S",-2,1
"1385","85","Rspan.names.short","S",-1,1
"1386","85","Rspan.names.short","S",0,41
"1387","85","Rspan.names.short","S",1,3
"1388","85","Rspan.names.short","S",NA,8
"1389","85","spOspan.noVer","D",-3,2
"1390","85","spOspan.noVer","D",-1,2
"1391","85","spOspan.noVer","D",0,39
"1392","85","spOspan.noVer","D",NA,12
"1393","85","spOspan.noVer","S",-2,1
"1394","85","spOspan.noVer","S",-1,5
"1395","85","spOspan.noVer","S",0,36
"1396","85","spOspan.noVer","S",1,4
"1397","85","spOspan.noVer","S",NA,8
"1398","86","R.scramb","D",-2,1
"1399","86","R.scramb","D",-1,6
"1400","86","R.scramb","D",0,16
"1401","86","R.scramb","D",NA,31
"1402","86","R.scramb","S",-2,4
"1403","86","R.scramb","S",-1,9
"1404","86","R.scramb","S",0,16
"1405","86","R.scramb","S",NA,25
"1406","86","Rspan.names.short","D",-1,2
"1407","86","Rspan.names.short","D",0,50
"1408","86","Rspan.names.short","D",NA,2
"1409","86","Rspan.names.short","S",0,52
"1410","86","Rspan.names.short","S",NA,2
"1411","87","Rspan.names.long","D",-2,2
"1412","87","Rspan.names.long","D",-1,2
"1413","87","Rspan.names.long","D",0,44
"1414","87","Rspan.names.long","D",1,2
"1415","87","Rspan.names.long","D",NA,4
"1416","87","Rspan.names.long","S",-1,1
"1417","87","Rspan.names.long","S",0,51
"1418","87","Rspan.names.long","S",NA,2
"1419","87","spOspan.noVer","D",-3,1
"1420","87","spOspan.noVer","D",-2,1
"1421","87","spOspan.noVer","D",-1,3
"1422","87","spOspan.noVer","D",0,41
"1423","87","spOspan.noVer","D",NA,9
"1424","87","spOspan.noVer","S",-3,1
"1425","87","spOspan.noVer","S",0,39
"1426","87","spOspan.noVer","S",NA,14
"1427","88","R.scramb","D",-1,2
"1428","88","R.scramb","D",0,15
"1429","88","R.scramb","D",NA,38
"1430","88","R.scramb","S",-1,7
"1431","88","R.scramb","S",0,25
"1432","88","R.scramb","S",NA,22
"1433","88","Rspan.names.short","D",-1,6
"1434","88","Rspan.names.short","D",0,35
"1435","88","Rspan.names.short","D",1,5
"1436","88","Rspan.names.short","D",NA,9
"1437","88","Rspan.names.short","S",-1,9
"1438","88","Rspan.names.short","S",0,29
"1439","88","Rspan.names.short","S",1,3
"1440","88","Rspan.names.short","S",NA,13
"1441","89","Rspan.names.long","D",-1,3
"1442","89","Rspan.names.long","D",0,27
"1443","89","Rspan.names.long","D",1,1
"1444","89","Rspan.names.long","D",NA,24
"1445","89","Rspan.names.long","S",-2,2
"1446","89","Rspan.names.long","S",-1,12
"1447","89","Rspan.names.long","S",0,20
"1448","89","Rspan.names.long","S",1,2
"1449","89","Rspan.names.long","S",NA,18
"1450","90","Rspan.names.long","D",-1,2
"1451","90","Rspan.names.long","D",0,47
"1452","90","Rspan.names.long","D",NA,5
"1453","90","Rspan.names.long","S",-1,1
"1454","90","Rspan.names.long","S",0,48
"1455","90","Rspan.names.long","S",1,1
"1456","90","Rspan.names.long","S",NA,4
"1457","91","Rspan.names.long","D",0,50
"1458","91","Rspan.names.long","D",1,2
"1459","91","Rspan.names.long","D",NA,4
"1460","91","Rspan.names.long","S",-1,2
"1461","91","Rspan.names.long","S",0,43
"1462","91","Rspan.names.long","S",1,4
"1463","91","Rspan.names.long","S",NA,7
"1464","91","spOspan.noVer","D",-2,1
"1465","91","spOspan.noVer","D",0,45
"1466","91","spOspan.noVer","D",2,1
"1467","91","spOspan.noVer","D",NA,7
"1468","91","spOspan.noVer","S",-1,9
"1469","91","spOspan.noVer","S",0,27
"1470","91","spOspan.noVer","S",1,1
"1471","91","spOspan.noVer","S",2,1
"1472","91","spOspan.noVer","S",NA,16
"1473","92","R.scramb","D",-1,1
"1474","92","R.scramb","D",0,38
"1475","92","R.scramb","D",1,3
"1476","92","R.scramb","D",NA,13
"1477","92","R.scramb","S",0,51
"1478","92","R.scramb","S",NA,4
"1479","92","Rspan.names.long","D",0,54
"1480","92","Rspan.names.long","S",0,53
"1481","92","Rspan.names.long","S",NA,1
"1482","93","Rspan.names.long","D",-3,3
"1483","93","Rspan.names.long","D",-2,3
"1484","93","Rspan.names.long","D",-1,9
"1485","93","Rspan.names.long","D",0,23
"1486","93","Rspan.names.long","D",NA,16
"1487","93","Rspan.names.long","S",-4,1
"1488","93","Rspan.names.long","S",-3,3
"1489","93","Rspan.names.long","S",-2,3
"1490","93","Rspan.names.long","S",-1,5
"1491","93","Rspan.names.long","S",0,25
"1492","93","Rspan.names.long","S",1,2
"1493","93","Rspan.names.long","S",NA,15
"1494","93","spOspan.noVer","D",0,45
"1495","93","spOspan.noVer","D",1,2
"1496","93","spOspan.noVer","D",2,1
"1497","93","spOspan.noVer","D",3,1
"1498","93","spOspan.noVer","D",NA,5
"1499","93","spOspan.noVer","S",-1,1
"1500","93","spOspan.noVer","S",0,51
"1501","93","spOspan.noVer","S",1,1
"1502","93","spOspan.noVer","S",NA,2
"1503","94","R.scramb","D",0,23
"1504","94","R.scramb","D",1,7
"1505","94","R.scramb","D",NA,26
"1506","94","R.scramb","S",-3,2
"1507","94","R.scramb","S",-2,1
"1508","94","R.scramb","S",-1,4
"1509","94","R.scramb","S",0,24
"1510","94","R.scramb","S",1,7
"1511","94","R.scramb","S",2,1
"1512","94","R.scramb","S",NA,15
"1513","94","Rspan.names.short","D",-1,2
"1514","94","Rspan.names.short","D",0,50
"1515","94","Rspan.names.short","D",NA,2
"1516","94","Rspan.names.short","S",-1,6
"1517","94","Rspan.names.short","S",0,40
"1518","94","Rspan.names.short","S",1,3
"1519","94","Rspan.names.short","S",NA,5
"1520","96","R.scramb","D",-2,1
"1521","96","R.scramb","D",0,38
"1522","96","R.scramb","D",NA,20
"1523","96","R.scramb","S",-1,4
"1524","96","R.scramb","S",0,37
"1525","96","R.scramb","S",1,1
"1526","96","R.scramb","S",2,1
"1527","96","R.scramb","S",NA,11
"1528","96","Rspan.names.long","D",-2,1
"1529","96","Rspan.names.long","D",-1,11
"1530","96","Rspan.names.long","D",0,31
"1531","96","Rspan.names.long","D",NA,11
"1532","96","Rspan.names.long","S",-2,1
"1533","96","Rspan.names.long","S",-1,6
"1534","96","Rspan.names.long","S",0,40
"1535","96","Rspan.names.long","S",NA,7
"1536","97","R.scramb","D",-2,2
"1537","97","R.scramb","D",-1,6
"1538","97","R.scramb","D",0,17
"1539","97","R.scramb","D",1,1
"1540","97","R.scramb","D",NA,30
"1541","97","R.scramb","S",-3,1
"1542","97","R.scramb","S",-2,1
"1543","97","R.scramb","S",-1,10
"1544","97","R.scramb","S",0,20
"1545","97","R.scramb","S",1,2
"1546","97","R.scramb","S",NA,20
"1547","97","Rspan.names.short","D",-1,7
"1548","97","Rspan.names.short","D",0,30
"1549","97","Rspan.names.short","D",1,2
"1550","97","Rspan.names.short","D",NA,15
"1551","97","Rspan.names.short","S",-1,3
"1552","97","Rspan.names.short","S",0,37
"1553","97","Rspan.names.short","S",1,1
"1554","97","Rspan.names.short","S",NA,13
"1555","98","Rspan.names.long","D",-1,2
"1556","98","Rspan.names.long","D",0,34
"1557","98","Rspan.names.long","D",1,4
"1558","98","Rspan.names.long","D",4,1
"1559","98","Rspan.names.long","D",NA,13
"1560","98","Rspan.names.long","S",-4,1
"1561","98","Rspan.names.long","S",-2,1
"1562","98","Rspan.names.long","S",-1,4
"1563","98","Rspan.names.long","S",0,32
"1564","98","Rspan.names.long","S",1,5
"1565","98","Rspan.names.long","S",2,1
"1566","98","Rspan.names.long","S",NA,10
"1567","99","Rspan.names.short","D",-1,2
"1568","99","Rspan.names.short","D",0,31
"1569","99","Rspan.names.short","D",1,4
"1570","99","Rspan.names.short","D",2,1
"1571","99","Rspan.names.short","D",NA,21
"1572","99","Rspan.names.short","S",-2,1
"1573","99","Rspan.names.short","S",-1,4
"1574","99","Rspan.names.short","S",0,28
"1575","99","Rspan.names.short","S",1,1
"1576","99","Rspan.names.short","S",3,2
"1577","99","Rspan.names.short","S",NA,21
"1578","100","Rspan.names.long","D",-1,8
"1579","100","Rspan.names.long","D",0,27
"1580","100","Rspan.names.long","D",1,2
"1581","100","Rspan.names.long","D",NA,19
"1582","100","Rspan.names.long","S",-2,1
"1583","100","Rspan.names.long","S",-1,1
"1584","100","Rspan.names.long","S",0,35
"1585","100","Rspan.names.long","S",1,1
"1586","100","Rspan.names.long","S",NA,16
"1587","101","Rspan.names.long","D",-1,2
"1588","101","Rspan.names.long","D",0,35
"1589","101","Rspan.names.long","D",1,3
"1590","101","Rspan.names.long","D",NA,18
"1591","101","Rspan.names.long","S",-1,2
"1592","101","Rspan.names.long","S",0,40
"1593","101","Rspan.names.long","S",1,3
"1594","101","Rspan.names.long","S",NA,12
"1595","102","Rspan.names.long","D",-1,2
"1596","102","Rspan.names.long","D",0,30
"1597","102","Rspan.names.long","D",1,2
"1598","102","Rspan.names.long","D",NA,21
"1599","102","Rspan.names.long","S",-2,1
"1600","102","Rspan.names.long","S",-1,2
"1601","102","Rspan.names.long","S",0,36
"1602","102","Rspan.names.long","S",1,3
"1603","102","Rspan.names.long","S",NA,12
"1604","103","Rspan.names.short","D",-1,7
"1605","103","Rspan.names.short","D",0,37
"1606","103","Rspan.names.short","D",1,3
"1607","103","Rspan.names.short","D",NA,7
"1608","103","Rspan.names.short","S",-1,12
"1609","103","Rspan.names.short","S",0,34
"1610","103","Rspan.names.short","S",1,1
"1611","103","Rspan.names.short","S",NA,7
"1612","104","Rspan.names.long","D",-1,2
"1613","104","Rspan.names.long","D",0,33
"1614","104","Rspan.names.long","D",1,2
"1615","104","Rspan.names.long","D",2,1
"1616","104","Rspan.names.long","D",NA,17
"1617","104","Rspan.names.long","S",-2,2
"1618","104","Rspan.names.long","S",0,43
"1619","104","Rspan.names.long","S",1,2
"1620","104","Rspan.names.long","S",NA,8
"1621","105","Rspan.names.long","D",-1,1
"1622","105","Rspan.names.long","D",0,43
"1623","105","Rspan.names.long","D",NA,11
"1624","105","Rspan.names.long","S",-2,1
"1625","105","Rspan.names.long","S",0,47
"1626","105","Rspan.names.long","S",1,2
"1627","105","Rspan.names.long","S",NA,5
"1628","105","spOspan.noVer","D",-1,6
"1629","105","spOspan.noVer","D",0,34
"1630","105","spOspan.noVer","D",1,1
"1631","105","spOspan.noVer","D",NA,14
"1632","105","spOspan.noVer","S",-1,6
"1633","105","spOspan.noVer","S",0,34
"1634","105","spOspan.noVer","S",1,3
"1635","105","spOspan.noVer","S",NA,12
"1636","106","Rspan.names.short","D",-2,4
"1637","106","Rspan.names.short","D",-1,3
"1638","106","Rspan.names.short","D",0,25
"1639","106","Rspan.names.short","D",1,7
"1640","106","Rspan.names.short","D",2,1
"1641","106","Rspan.names.short","D",NA,25
"1642","106","Rspan.names.short","S",-2,3
"1643","106","Rspan.names.short","S",-1,8
"1644","106","Rspan.names.short","S",0,32
"1645","106","Rspan.names.short","S",1,1
"1646","106","Rspan.names.short","S",NA,16
"1647","106","spOspan.noVer","D",0,51
"1648","106","spOspan.noVer","D",NA,5
"1649","106","spOspan.noVer","S",-1,2
"1650","106","spOspan.noVer","S",0,47
"1651","106","spOspan.noVer","S",1,1
"1652","106","spOspan.noVer","S",NA,4
"1653","107","Rspan.names.short","D",-2,1
"1654","107","Rspan.names.short","D",-1,7
"1655","107","Rspan.names.short","D",0,19
"1656","107","Rspan.names.short","D",1,3
"1657","107","Rspan.names.short","D",NA,26
"1658","107","Rspan.names.short","S",-1,13
"1659","107","Rspan.names.short","S",0,17
"1660","107","Rspan.names.short","S",1,1
"1661","107","Rspan.names.short","S",2,1
"1662","107","Rspan.names.short","S",NA,23
"1663","108","Rspan.names.short","D",-3,1
"1664","108","Rspan.names.short","D",-1,3
"1665","108","Rspan.names.short","D",0,42
"1666","108","Rspan.names.short","D",NA,8
"1667","108","Rspan.names.short","S",-1,1
"1668","108","Rspan.names.short","S",0,47
"1669","108","Rspan.names.short","S",NA,7
"1670","109","Rspan.names.short","D",-3,1
"1671","109","Rspan.names.short","D",-2,2
"1672","109","Rspan.names.short","D",-1,4
"1673","109","Rspan.names.short","D",0,28
"1674","109","Rspan.names.short","D",NA,19
"1675","109","Rspan.names.short","S",-3,1
"1676","109","Rspan.names.short","S",-2,3
"1677","109","Rspan.names.short","S",-1,3
"1678","109","Rspan.names.short","S",0,34
"1679","109","Rspan.names.short","S",1,1
"1680","109","Rspan.names.short","S",NA,12
"1681","109","spOspan.noVer","D",0,50
"1682","109","spOspan.noVer","D",1,1
"1683","109","spOspan.noVer","D",NA,3
"1684","109","spOspan.noVer","S",-1,2
"1685","109","spOspan.noVer","S",0,47
"1686","109","spOspan.noVer","S",2,1
"1687","109","spOspan.noVer","S",NA,5
"1688","110","Rspan.names.short","D",-1,3
"1689","110","Rspan.names.short","D",0,31
"1690","110","Rspan.names.short","D",1,2
"1691","110","Rspan.names.short","D",NA,18
"1692","110","Rspan.names.short","S",-3,1
"1693","110","Rspan.names.short","S",-2,1
"1694","110","Rspan.names.short","S",-1,2
"1695","110","Rspan.names.short","S",0,36
"1696","110","Rspan.names.short","S",1,1
"1697","110","Rspan.names.short","S",2,1
"1698","110","Rspan.names.short","S",NA,12
"1699","111","Ospan.scram.noVer","D",-2,1
"1700","111","Ospan.scram.noVer","D",-1,2
"1701","111","Ospan.scram.noVer","D",0,37
"1702","111","Ospan.scram.noVer","D",1,1
"1703","111","Ospan.scram.noVer","D",NA,13
"1704","111","Ospan.scram.noVer","S",-1,1
"1705","111","Ospan.scram.noVer","S",0,50
"1706","111","Ospan.scram.noVer","S",1,1
"1707","111","Ospan.scram.noVer","S",NA,2
"1708","111","Rspan.names.long","D",-1,5
"1709","111","Rspan.names.long","D",0,37
"1710","111","Rspan.names.long","D",1,2
"1711","111","Rspan.names.long","D",NA,19
"1712","111","Rspan.names.long","S",-2,1
"1713","111","Rspan.names.long","S",-1,3
"1714","111","Rspan.names.long","S",0,42
"1715","111","Rspan.names.long","S",NA,16
"1716","111","spOspan.noVer","D",-2,1
"1717","111","spOspan.noVer","D",-1,6
"1718","111","spOspan.noVer","D",0,35
"1719","111","spOspan.noVer","D",1,2
"1720","111","spOspan.noVer","D",NA,10
"1721","111","spOspan.noVer","S",-1,7
"1722","111","spOspan.noVer","S",0,30
"1723","111","spOspan.noVer","S",1,2
"1724","111","spOspan.noVer","S",2,1
"1725","111","spOspan.noVer","S",3,1
"1726","111","spOspan.noVer","S",NA,14
"1727","112","R.scramb","D",-1,2
"1728","112","R.scramb","D",0,35
"1729","112","R.scramb","D",NA,17
"1730","112","R.scramb","S",-2,1
"1731","112","R.scramb","S",-1,5
"1732","112","R.scramb","S",0,32
"1733","112","R.scramb","S",1,2
"1734","112","R.scramb","S",2,1
"1735","112","R.scramb","S",3,1
"1736","112","R.scramb","S",NA,12
"1737","112","Rspan.names.short","D",-1,7
"1738","112","Rspan.names.short","D",0,19
"1739","112","Rspan.names.short","D",NA,28
"1740","112","Rspan.names.short","S",-2,1
"1741","112","Rspan.names.short","S",-1,4
"1742","112","Rspan.names.short","S",0,30
"1743","112","Rspan.names.short","S",1,1
"1744","112","Rspan.names.short","S",2,2
"1745","112","Rspan.names.short","S",NA,16
"1746","114","spOspan.noVer","D",-1,9
"1747","114","spOspan.noVer","D",0,34
"1748","114","spOspan.noVer","D",1,1
"1749","114","spOspan.noVer","D",NA,10
"1750","114","spOspan.noVer","S",-2,1
"1751","114","spOspan.noVer","S",-1,5
"1752","114","spOspan.noVer","S",0,31
"1753","114","spOspan.noVer","S",1,1
"1754","114","spOspan.noVer","S",2,1
"1755","114","spOspan.noVer","S",NA,15
"1756","201","Ospan.scram.noVer","D",-2,2
"1757","201","Ospan.scram.noVer","D",-1,5
"1758","201","Ospan.scram.noVer","D",0,22
"1759","201","Ospan.scram.noVer","D",NA,31
"1760","201","Ospan.scram.noVer","S",-4,1
"1761","201","Ospan.scram.noVer","S",-2,1
"1762","201","Ospan.scram.noVer","S",-1,7
"1763","201","Ospan.scram.noVer","S",0,26
"1764","201","Ospan.scram.noVer","S",1,5
"1765","201","Ospan.scram.noVer","S",NA,20
"1766","202","Ospan.scram.noVer","D",-1,1
"1767","202","Ospan.scram.noVer","D",0,43
"1768","202","Ospan.scram.noVer","D",NA,10
"1769","202","Ospan.scram.noVer","S",-1,5
"1770","202","Ospan.scram.noVer","S",0,39
"1771","202","Ospan.scram.noVer","S",2,1
"1772","202","Ospan.scram.noVer","S",NA,9
"1773","203","Ospan.scram.noVer","D",-2,1
"1774","203","Ospan.scram.noVer","D",-1,5
"1775","203","Ospan.scram.noVer","D",0,21
"1776","203","Ospan.scram.noVer","D",1,2
"1777","203","Ospan.scram.noVer","D",NA,25
"1778","203","Ospan.scram.noVer","S",-4,1
"1779","203","Ospan.scram.noVer","S",-3,1
"1780","203","Ospan.scram.noVer","S",-2,2
"1781","203","Ospan.scram.noVer","S",-1,7
"1782","203","Ospan.scram.noVer","S",0,14
"1783","203","Ospan.scram.noVer","S",1,6
"1784","203","Ospan.scram.noVer","S",2,1
"1785","203","Ospan.scram.noVer","S",NA,22
"1786","204","Ospan.scram.noVer","D",0,53
"1787","204","Ospan.scram.noVer","D",NA,2
"1788","204","Ospan.scram.noVer","S",-1,1
"1789","204","Ospan.scram.noVer","S",0,49
"1790","204","Ospan.scram.noVer","S",2,1
"1791","204","Ospan.scram.noVer","S",NA,3
"1792","205","Ospan.scram.noVer","D",-1,2
"1793","205","Ospan.scram.noVer","D",0,45
"1794","205","Ospan.scram.noVer","D",NA,7
"1795","205","Ospan.scram.noVer","S",-1,3
"1796","205","Ospan.scram.noVer","S",0,46
"1797","205","Ospan.scram.noVer","S",NA,6
"1798","206","Ospan.scram.noVer","D",-2,1
"1799","206","Ospan.scram.noVer","D",-1,8
"1800","206","Ospan.scram.noVer","D",0,30
"1801","206","Ospan.scram.noVer","D",1,1
"1802","206","Ospan.scram.noVer","D",NA,14
"1803","206","Ospan.scram.noVer","S",-2,1
"1804","206","Ospan.scram.noVer","S",-1,8
"1805","206","Ospan.scram.noVer","S",0,29
"1806","206","Ospan.scram.noVer","S",1,2
"1807","206","Ospan.scram.noVer","S",2,1
"1808","206","Ospan.scram.noVer","S",NA,13
"1809","1068","Ospan.scram.noVer","D",-1,3
"1810","1068","Ospan.scram.noVer","D",0,47
"1811","1068","Ospan.scram.noVer","D",NA,4
"1812","1068","Ospan.scram.noVer","S",-1,2
"1813","1068","Ospan.scram.noVer","S",0,37
"1814","1068","Ospan.scram.noVer","S",1,1
"1815","1068","Ospan.scram.noVer","S",3,1
"1816","1068","Ospan.scram.noVer","S",NA,14
"1817","1069","Ospan.scram.noVer","D",-1,3
"1818","1069","Ospan.scram.noVer","D",0,46
"1819","1069","Ospan.scram.noVer","D",NA,5
"1820","1069","Ospan.scram.noVer","S",-2,1
"1821","1069","Ospan.scram.noVer","S",-1,2
"1822","1069","Ospan.scram.noVer","S",0,48
"1823","1069","Ospan.scram.noVer","S",1,1
"1824","1069","Ospan.scram.noVer","S",2,1
"1825","1069","Ospan.scram.noVer","S",NA,1
